REEF_SITE,YEAR,MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,SIZE,a,b,IND_MASS,BLEACH_MONTH
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,3,0.025,3.146,0.8,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,1.5,0.025,3.146,0.1,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,4,0.025,3.146,2,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,2,0.025,3.146,0.2,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,3,0.025,3.146,0.8,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,1,0.025,3.146,0,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,3,0.025,3.146,0.8,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,4,0.025,3.146,2,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,2.5,0.025,3.146,0.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,5,0.025,3.146,4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,6,0.025,3.146,7,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,MAY,15/05/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,5,0.025,3.146,4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,1,0.025,3.146,0,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,1.5,0.025,3.146,0.1,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,5,0.025,3.146,4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,1,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,2.5,0.025,3.146,0.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,1,0.025,3.146,0,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,4,0.025,3.146,2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,1,0.025,3.146,0,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,4,0.025,3.146,2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,4,0.025,3.146,2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,1,0.025,3.146,0,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,1,0.025,3.146,0,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,2.5,0.025,3.146,0.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,3.5,0.025,3.146,1.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,1,0.025,3.146,0,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,1.5,0.025,3.146,0.1,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAY,15/05/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,JUN,06/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,5,0.025,3.146,4,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,3,0.025,3.146,0.8,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1.5,0.025,3.146,0.1,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,10,0.025,3.146,35,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,5,0.025,3.146,4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,5,0.025,3.146,4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,2,0.025,3.146,0.2,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1.5,0.025,3.146,0.1,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,2,0.025,3.146,0.2,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,3,0.025,3.146,0.8,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,5,0.025,3.146,4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,5,0.025,3.146,4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,2.5,0.025,3.146,0.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,2,3,0.025,3.146,0.8,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,2,0.025,3.146,0.2,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,2,0.025,3.146,0.2,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,5,0.025,3.146,4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,6,0.025,3.146,7,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,4,0.025,3.146,2,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,7,0.025,3.146,11.4,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,8,0.025,3.146,17.3,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,1,0.025,3.146,0,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,2,0.025,3.146,0.2,bleach
MH4,2024,JUN,06/06/2024,FLAT,3,1.5,0.025,3.146,0.1,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1.5,0.025,3.146,0.1,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,0.5,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,3.5,0.025,3.146,1.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,0.7,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,2,0.025,3.146,0.2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1.5,0.025,3.146,0.1,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1.5,0.025,3.146,0.1,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1.5,0.025,3.146,0.1,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,2,0.025,3.146,0.2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,2.5,0.025,3.146,0.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,3,0.025,3.146,0.8,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,1,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,2,0.025,3.146,0.2,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,2,0.025,3.146,0.2,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,4.5,0.025,3.146,2.8,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,1.5,0.025,3.146,0.1,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,3,0.025,3.146,0.8,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,0.5,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,1,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,4,0.025,3.146,2,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,0.5,0.025,3.146,0,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,2,0.025,3.146,0.2,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,7,0.025,3.146,11.4,bleach
ATL,2024,JUN,07/06/2024,FLAT,2,8,0.025,3.146,17.3,bleach
ATL,2024,JUN,07/06/2024,FLAT,3,6,0.025,3.146,7,bleach
ATL,2024,JUN,07/06/2024,FLAT,3,5,0.025,3.146,4,bleach
ATL,2024,JUN,07/06/2024,FLAT,3,5,0.025,3.146,4,bleach
